01.84;04.22
04.62;02.49
01.04;12.72
02.98;06.28
07.51;03.37
09.16;02.91
11.63;02.46
04.78;07.19
21.49;01.74
04.99;07.72
08.45;04.74
25.63;01.57
02.66;15.76
02.02;21.71
10.56;04.34
07.09;06.55
02.74;19.23
24.24;02.30
01.05;56.92
48.07;01.25
04.04;15.12
11.66;05.30
59.15;01.12
05.70;11.63
22.40;03.02
47.72;01.45
26.66;02.68
48.01;01.49
07.38;09.93
03.64;20.44
10.15;07.39
03.62;21.06
03.31;24.84
05.35;15.51
07.16;11.66
02.83;30.10
05.59;15.38
05.77;15.35
06.20;14.82
48.92;01.91
30.07;03.35
01.47;70.52
15.85;06.65
39.60;02.74
02.08;52.42
19.76;05.57
02.32;48.61
05.11;22.74
16.08;07.28
10.88;11.24
11.35;10.99
23.15;05.43
74.51;01.71
01.51;84.45
93.31;01.42
01.55;85.57
01.59;83.80
73.88;01.81
03.79;35.35
23.54;05.70
03.36;40.66
15.93;08.61
02.02;68.13
02.25;63.12
98.16;01.47
03.44;41.99
01.80;81.85
42.71;03.61
07.54;20.85
16.54;09.59
77.76;02.07
12.36;13.05
11.17;14.62
05.13;32.06
08.13;20.55
01.91;87.79
11.31;14.88
08.50;20.23
02.15;81.92
03.17;55.82
54.66;03.26
56.03;03.22
28.12;06.42
04.29;43.42
11.40;16.46
40.35;04.78
03.68;54.11
06.99;29.29
74.59;02.79
21.72;09.59
12.61;16.55
02.94;71.20
02.36;89.01
66.90;03.14
02.41;87.38
03.82;55.35
72.67;02.96
04.87;44.19
24.18;09.08
13.65;16.16
14.19;15.65
02.85;78.15
25.99;08.58
18.29;12.32
02.81;80.22
25.44;09.05
11.64;19.89
11.83;19.81
02.39;98.94
03.09;76.59
38.17;06.24
12.87;18.67
10.15;23.75
26.89;08.99
07.75;31.71
19.94;12.38
56.64;04.36
14.55;17.04
04.97;50.49
27.32;09.25
70.66;03.60
07.59;33.76
13.40;19.31
74.52;03.50
87.82;02.98
57.25;04.62
08.81;30.10
06.25;43.01
83.35;03.24
31.10;08.71
12.05;22.75
10.86;25.49
22.50;12.35
05.81;47.91
24.87;11.48
29.84;09.65
08.69;34.15
85.06;03.50
