0.5;22.01
1.57;20.62
8.36;10.51
7.56;20.41
5.33;41.16
19.09;11.7
26.68;8.54
12.34;19.12
79.73;3.43
7.99;35.88
5.77;58.0
6.46;53.53
4.67;77.66
93.73;4.16
4.46;88.18
21.62;21.49
54.66;8.85
5.67;89.74
75.1;8.25
18.23;35.66
10.26;65.15
7.98;84.18
14.39;47.18
59.18;13.29
62.42;14.08
29.21;32.22
41.23;23.29
13.88;71.16
27.1;38.8
14.23;74.7
62.6;18.15
12.56;96.92
60.39;21.69
34.02;40.15
30.8;45.44
47.12;33.63
20.15;87.44
26.1;71.94
23.34;80.7
46.99;41.29
62.21;33.04
36.24;57.59
46.76;48.1
64.89;36.25
58.17;40.77
53.65;44.56
68.81;37.74
53.4;50.92
36.97;74.96
30.7;92.96
34.01;85.64
91.47;35.55
83.55;40.14
89.05;39.36
56.66;62.72
59.65;59.84
59.06;60.76
71.05;52.41
74.5;50.15
41.86;92.26
53.41;72.39
82.91;47.47
86.45;45.67
43.63;91.93
44.1;96.04
72.37;60.65
62.88;75.76
73.37;66.86
97.33;52.83
59.33;91.2
74.04;76.81
91.75;62.03
67.68;85.74
68.8;98.17
70.68;98.67
90.87;77.79
85.58;84.56
82.92;89.94
77.18;98.94
89.76;93.26
