50.73;0.2
8.75;5.18
57.12;0.8
16.83;3.3
82.63;1.0
17.42;5.29
1.67;57.11
36.43;3.2
44.87;2.98
33.33;4.54
3.15;53.32
3.77;45.15
25.46;6.82
11.58;16.29
47.53;4.82
16.59;17.33
9.72;31.45
33.32;11.0
4.18;87.69
36.45;12.83
12.71;37.26
26.01;19.1
19.99;27.39
37.63;15.9
15.09;43.17
35.9;18.77
56.46;12.89
7.56;98.01
65.8;11.4
19.96;45.44
10.76;86.07
89.09;11.9
32.77;33.01
16.29;66.95
15.21;74.67
21.67;55.39
99.23;12.79
19.58;66.14
38.26;34.01
36.51;40.81
75.97;20.01
19.7;80.6
52.37;30.73
87.2;19.81
49.4;36.03
68.4;27.31
23.14;83.61
23.8;86.25
35.27;62.61
48.53;48.31
45.47;51.86
57.03;41.84
40.69;65.25
49.27;55.34
51.57;55.98
38.65;75.18
74.69;40.4
80.19;43.0
41.99;84.0
93.98;39.57
46.72;80.59
59.76;63.35
92.2;42.58
55.5;74.27
60.11;69.9
52.19;93.83
57.44;90.88
58.36;89.82
63.52;82.96
99.02;53.29
63.42;84.62
67.14;82.92
74.22;75.78
70.15;89.42
84.92;75.79
82.72;78.79
70.44;95.7
88.17;77.31
74.1;95.06
90.89;78.41
