66.4;0.35
0.3;92.63
1.23;58.36
15.11;6.09
10.12;11.49
5.78;30.5
9.96;19.31
60.44;3.22
76.57;3.45
11.73;26.74
7.41;45.35
29.64;12.01
60.28;6.33
25.54;20.11
14.04;42.36
56.79;10.76
59.51;10.96
28.96;24.02
69.88;11.15
10.28;79.06
10.21;85.97
24.65;39.22
89.87;10.96
60.08;16.48
49.13;20.3
28.05;36.42
94.02;11.01
41.9;25.47
83.43;14.42
13.24;99.37
90.19;15.63
15.5;95.1
44.97;35.02
60.9;26.17
48.53;36.68
65.05;27.62
51.79;37.0
46.64;41.69
41.48;47.16
44.87;46.79
35.22;59.73
55.54;38.6
29.12;74.13
37.57;67.79
34.5;74.43
27.82;93.39
28.92;98.63
41.93;69.97
63.58;49.0
85.58;36.74
81.5;45.96
40.27;94.33
74.51;51.46
65.4;58.66
74.29;53.68
50.45;82.63
43.57;99.45
65.41;67.74
77.84;57.81
75.13;60.47
52.15;93.09
64.98;75.1
66.59;76.58
52.69;99.76
62.09;87.23
87.46;64.96
74.74;77.13
89.01;66.76
59.89;99.49
86.42;69.02
72.71;84.64
77.61;85.99
69.27;96.67
87.45;77.37
91.58;75.56
74.61;92.85
84.46;89.94
91.66;84.05
84.84;92.25
95.88;89.3
