0.79;14.63
5.81;5.3
46.41;0.83
13.04;4.28
98.2;0.59
0.68;94.32
2.04;35.37
9.18;9.23
92.16;0.94
2.76;35.11
2.06;58.28
2.18;62.68
1.65;86.99
29.34;6.52
12.95;17.5
31.51;7.25
30.78;7.97
96.21;2.7
8.92;29.87
11.07;25.67
60.08;6.26
68.86;5.5
92.21;4.72
41.4;10.63
5.95;74.4
34.14;16.62
67.48;10.12
62.95;12.03
17.31;44.83
49.63;16.54
13.42;62.2
8.67;99.42
58.85;14.92
24.64;37.65
22.15;42.61
14.28;68.26
64.79;15.13
88.8;11.28
15.32;71.88
36.98;31.56
50.96;23.56
64.09;24.94
48.85;35.45
42.68;42.32
21.18;89.59
54.48;37.78
49.26;42.36
65.08;32.33
57.21;36.89
79.42;29.54
58.58;43.38
91.22;28.13
30.87;85.76
28.05;96.46
68.93;40.74
51.41;55.52
81.08;37.08
40.45;74.64
32.26;95.83
32.6;97.69
79.48;40.55
44.64;73.68
35.99;91.54
42.82;81.85
75.85;47.24
53.6;83.31
96.72;47.84
93.93;54.78
64.15;81.94
84.79;63.72
89.09;62.61
94.59;60.28
93.85;62.88
95.3;67.5
75.7;86.97
93.5;76.88
75.03;98.19
84.0;96.74
88.9;91.41
97.3;99.69
