23.2;1.87
0.96;51.46
76.26;1.36
31.88;4.57
48.46;3.2
4.42;43.33
61.12;4.42
11.19;28.19
82.1;4.85
55.65;7.66
67.65;6.61
6.6;80.42
93.03;5.86
17.54;41.22
62.51;12.25
26.88;30.61
17.08;48.48
67.23;13.28
86.08;12.48
33.85;32.22
63.77;17.18
52.64;20.95
34.62;34.73
27.17;45.57
24.51;56.59
15.65;88.71
75.79;18.84
37.92;37.67
40.05;39.8
84.24;19.35
26.63;73.14
29.41;69.57
32.33;63.51
31.41;66.46
67.04;31.38
91.54;23.74
71.02;31.25
32.73;73.22
76.93;32.06
69.7;35.65
62.67;42.17
70.54;37.54
26.98;99.13
46.29;66.34
67.56;45.52
59.92;54.22
61.22;53.89
86.24;38.39
63.41;52.34
41.77;80.17
87.56;38.51
68.15;50.72
84.13;42.4
71.81;50.74
54.86;66.6
57.67;65.2
38.99;98.81
44.19;88.56
87.41;46.14
42.94;95.0
89.15;45.87
43.25;96.55
50.26;83.33
50.16;83.91
74.03;60.07
58.61;82.37
83.87;61.65
71.9;73.36
77.75;68.58
99.59;56.13
60.97;92.15
95.82;61.23
88.33;73.03
72.76;94.81
70.85;97.6
90.83;89.35
93.1;89.45
87.7;96.03
85.55;99.51
89.65;95.5
