0.29;13.93
1.04;22.72
1.32;26.77
62.04;0.61
1.93;51.68
3.1;45.99
54.88;3.2
4.96;43.84
5.74;38.26
6.47;33.97
13.55;16.3
8.74;25.45
4.52;52.53
28.55;8.79
7.11;38.81
34.31;9.35
20.61;17.44
28.18;14.49
19.66;24.93
7.76;71.46
24.82;23.22
9.49;61.25
8.74;66.8
37.89;17.53
11.84;57.12
8.27;83.47
14.69;47.46
8.85;84.83
39.28;23.39
54.24;17.79
40.51;25.35
28.62;38.05
15.77;73.64
27.12;43.48
54.59;21.93
13.35;90.85
95.92;13.34
43.91;29.36
26.64;50.58
39.59;35.62
30.38;46.69
53.83;28.04
55.84;27.57
19.15;85.58
62.04;27.34
97.5;18.71
48.01;39.5
50.83;38.68
46.28;42.74
28.19;70.54
91.66;22.68
42.46;51.63
61.33;39.11
82.0;29.33
42.85;58.61
97.07;26.48
43.05;60.47
49.08;53.38
92.72;28.95
66.03;47.54
78.05;42.25
38.94;91.98
59.47;60.89
63.12;62.52
55.4;80.91
47.09;96.02
72.76;63.52
89.43;51.74
73.67;64.29
48.09;98.97
84.05;58.87
49.73;99.71
58.52;85.74
74.14;72.44
82.93;65.53
93.13;63.92
61.08;97.65
86.04;69.96
98.08;69.71
95.69;78.01
