5.89;4.14
0.42;77.18
65.5;0.69
83.87;0.56
45.52;1.6
6.53;12.66
10.24;9.75
22.35;13.48
7.2;48.41
5.52;64.94
5.06;79.04
14.04;36.46
42.86;13.6
10.12;58.26
10.12;61.13
12.03;52.99
9.49;79.92
70.47;12.56
87.37;10.37
16.02;56.95
94.94;10.4
91.86;12.79
16.95;75.54
23.29;55.12
15.85;82.71
40.89;35.23
23.79;62.39
28.49;53.81
75.58;22.12
45.54;39.64
25.69;73.01
37.52;50.33
64.99;29.12
95.03;20.05
66.62;30.82
24.46;92.01
56.62;42.44
77.31;34.64
55.7;49.99
40.59;74.36
97.12;31.72
35.61;88.5
83.08;38.44
63.14;52.31
55.13;60.7
45.7;75.06
47.6;72.24
35.23;99.88
41.12;85.97
86.77;44.73
61.76;64.11
88.88;45.04
63.41;64.41
78.6;53.91
58.06;76.45
65.28;69.09
72.37;70.42
93.22;55.06
83.17;61.74
62.26;85.04
73.62;72.76
84.51;66.82
83.04;68.19
77.72;72.94
59.57;95.19
97.57;58.2
81.08;72.04
74.2;79.45
99.55;59.35
68.44;87.36
87.26;71.3
85.5;76.14
67.11;98.86
82.29;84.82
72.26;96.98
99.98;71.46
84.27;88.87
96.38;78.24
95.26;86.01
97.86;92.72
